count,hate_speech,offensive_language,neither,class,tweet
3,0,1,2,2,yall got betta machinery fo dat hanger ghetto
3,1,2,0,1,not trust niggas bitch
3,1,2,0,1,boy got to turn nikki song way volume kuz trash ass fat lawd
3,0,0,3,2,bird share lonely view
3,0,3,0,1,hoe want boyfriend last thing need tie
3,0,3,0,1,not pity hate faggot sexual mutation necessary side effect evolution proliferation sign human fuck
3,0,0,3,2,yankees not need tanaka beltran big name player believe
3,0,3,0,1,dnt let nobody borrow shitamp let girlfriend get sweat lol thas u know runnin shitu otha hoe can not get sock
3,2,1,0,0,pantera minutes alone minute pussy boyill crush
3,0,0,3,2,protest climate change leave trash behind votingmatters
3,0,3,0,1,abed go to retire florida get bad bitch nursing home
6,0,6,0,1,bitch ill fuck
3,0,3,0,1,get good pussy ion eat tho
3,0,3,0,1,cute japanese teen get tiight pussy fuck suckingcock
3,0,0,3,2,angry birds movie go work float bird head
6,0,6,0,1,fuck pussy fuck mouth fuck ass cause nasty
3,0,1,2,2,klains real sole job dampen mushroom bad pr political fallout head nov election
3,2,1,0,0,shoot nigga shorty bitch
3,0,3,0,1,honestyhour not love hoe
3,2,1,0,0,need bitch drop niggah
3,0,0,3,2,moke
3,0,3,0,1,wassupbyebitch outta order
3,1,2,0,1,janemba well yo pussy ass
3,0,0,3,2,notvduringtheweek parenting rule throw quite monkey wrench rooseveltspbs view schedule dvrtime
3,0,3,0,1,u can not love not love hoe
3,1,2,0,1,honestyhour middle school hoe use call mandingo warrior
3,0,3,0,1,must think bump pussy mind ill eat thong make squirt like geyser
3,0,3,0,1,dear grumpy bitch gibson one want hear personal life
3,2,1,0,0,faggot
3,0,2,1,1,nationalcatday sure celebrate billion bird death blame climatechange fuckin commie
3,0,3,0,1,nigga proud bitch go get weed car
3,0,3,0,1,snap chat name please bitch snapchatt
3,0,3,0,1,khaye can not see freakin emojis basic bitch today
3,0,0,3,2,wow charlie strong clean house might upwards release do
3,2,1,0,0,fuck boi fag
3,0,3,0,1,get picture bitch
3,0,3,0,1,yr scrap might get life prison murderin norte nigga el pollo loco story rd
3,0,3,0,1,everything not deserve reaction not think something jumpno bitch focused money sad ass
3,0,2,1,1,animal cracker want animal cracker shape like master chief troll gun shit rule
3,0,3,0,1,make llama bitch
3,0,3,0,1,tag pussy ill fite u
3,0,0,3,2,femalelogic bad jig convinced
3,0,3,0,1,bitch fuck amp dad
3,0,2,1,1,feel every song hear soundtrack life relationship another keep mind last song pussy control
3,0,0,3,2,best asian massage park slope top rated spa
3,0,3,0,1,peopletoavoid valerie jarrett control reflex bitch slap
6,0,6,0,1,not like hoe
3,0,0,3,2,pollo
3,0,0,3,2,wish brownie dab knock rn
3,1,0,2,2,watch excited isis jihadis get yezidi sex slaves distribution day
3,0,1,2,2,grr woke ickblah congestion ew chunky bloaty gross missed gym hr wait dr boo friday whineytweet
6,0,6,0,1,wonder oomf like want fuck would wrong one brave bitchone day
3,0,0,3,2,sick watch yankees game
3,0,3,0,1,bitch still go
3,0,2,1,1,fun lose tonight bitch
3,0,2,1,1,stick court hoe
3,0,0,3,2,hit flappy bird
6,1,5,0,1,not know niggah could cover
3,0,3,0,1,actually good lol not hoe mean road glory shit gtgo northern illinois undefeated amp heisman
3,0,0,3,2,eat roasted potato smile till cheek sore crow sfx cape crisis supergreat
3,1,2,0,1,nigga talk bout school ever choice bitch
3,0,3,0,1,amanda bitch omg would beat ass lol
6,0,6,0,1,got another niggas bitch bed right
3,0,3,0,1,currently sup twat licker
3,0,3,0,1,relationship end life stop whiny bitch
3,0,3,0,1,lol tell bitch
3,0,3,0,1,burn pussy lip
3,1,2,0,1,yeah tend grab ass smack bitch morning not think hang lol
3,0,0,3,2,second add ruin new low picking cripple
3,0,0,3,2,idc still watch two amp half man well old one charlie
3,0,3,0,1,concerned much lady make bitch shit need ego stroke
6,2,4,0,1,hold woman leave good man quote see nigga girl post instagram copy googleu hoe crazy
3,0,0,3,2,round cnn ebola panel tonight monkey film outbreak
3,0,3,0,1,fight tubby bitch ill fight anyone
3,0,3,0,1,name cat idea mr pussy
3,1,2,0,1,monday whole lot well drive vehicle white pussy uhhh get ya
3,0,3,0,1,da real bitch amber
3,0,3,0,1,ahhh know smart donny yes yass glad speak mind face hoe
3,1,2,0,1,friend zone ass nigguh
3,0,0,3,2,chaber books bragadayjah restriction eat certain insect bird
3,0,3,0,1,make fun suicide attempt mellie be not bitch fuck season
3,0,0,3,2,trash talker brah polite diplomatic court
3,0,3,0,1,bitch like lol sorry sorry try give hint not want speak idc
3,0,3,0,1,oh little bitch tryna hit fair tho today sometime week shit might fun drunk
3,0,3,0,1,female dirty bro real talk get to play bitch day not still go to
3,0,3,0,1,niggah
3,0,1,2,2,hba trash
3,0,0,3,2,trash talk win championship bore dude nationalchamps
3,0,0,3,2,wanna eat weed brownie ask self really wanna spend countless hour watch documentary sea tu
3,0,3,0,1,oh dog pussy tight time loosen
3,0,1,2,2,ouija movie look like trash really good
3,0,2,1,1,morningjoe prove wrong rightie liberal use fact con use emotion make decision fact damn teabagger motto
3,0,3,0,1,make weed legal pussy know smoke shit
3,0,3,0,1,naw u keep fake get yo lame ass somwhere wigga hell get somwhere
3,1,2,0,1,nig ok big time shit talker twitter name face info
3,0,0,3,2,cactus yellow lab chow mix hershey everybodys active buddy cactus one special pup angel
3,0,3,0,1,well trainer jillian really act like bitch sometimes
3,0,0,3,2,want tell washington post charlie crist democrat
3,0,1,2,2,welfaregovernment aid claim white people black slander trash
3,0,3,0,1,bitch get to work hard clean shit without rip skin lmaosjdusubejs
3,0,3,0,1,hey not always go sometimes three crazy bitch one suave mfer trick go
3,1,2,0,1,bitch start shoot party fuck new orleans
3,0,3,0,1,yous nasty lil bitch
3,1,2,0,1,get giggle fag be not gon lie lol
3,0,0,3,2,trash episode walking dead tonight
3,1,2,0,1,see girl scratch private today mean not fuck right pussy
3,0,3,0,1,bitch childish af one sister would crash
3,0,0,3,2,flappy bird cheat code
3,0,1,2,2,look like little porch monkey
3,0,3,0,1,jose fucking mean like damn bitch lol fuck
3,1,2,0,1,newly gay bitch not kno shit work
3,1,2,0,1,dude bitch nigga take run
3,1,2,0,1,fuck around wit n niggas n well turn dis bitch inside
3,0,0,3,2,dat one ugly animal da monkey adorable
3,0,0,3,2,shakespeares birthday take look shakespearean trash talk
3,0,0,3,2,oh wait get photo playin creeds side project bad yeah fob embarrass
3,0,0,3,2,als challenge go to donate cuz not k amp tiger blood donate unlike charlie
3,0,0,3,2,ask get pink bunny one time bring yellow chick
3,0,3,0,1,make salad vegetable bitch give break potato salad
3,0,3,0,1,love eat pussy lol never get full lol eat shit forever lol ever
3,0,1,2,2,people angry tonight dis tweeter hard colored man see dis anger like bein waffle house mississippi
3,0,3,0,1,cigarette gross half bitch smoke cigarette
3,0,3,0,1,guess bitch get twisted think weak something look weak look scary look like somebody finna pick w
3,0,3,0,1,bad little bitch
3,0,0,3,2,ja moest van plisie niet meteen wild gaan denkenjuistjawillen wel meer mensen mij vertellen hoe k moet denken
3,0,3,0,1,bitch get stuff do
3,0,3,0,1,fuck bitch
3,0,3,0,1,buy bitch mozzarella stick bitches love mozzarella stick
3,0,3,0,1,yea come back big rod something hoe
3,2,1,0,0,look like fag time line bore zzzzzz
3,1,2,0,1,kanye might first nigga successfully save hoelol original tweet
3,0,0,3,2,ding de de sagittarius trash
3,3,0,0,0,can not stand faggot
3,0,3,0,1,evan williams wit find bitch minaj
3,0,3,0,1,pornandroidiphoneipadsexxxx hairy year old hairy pussy cumme finger
3,2,1,0,0,yes retard
3,2,1,0,0,already know trash tat list thing want nigga
3,0,0,3,2,tell kid sol shoe fall go get shoe hope parent not get mad
3,2,1,0,0,get to love islamofascist cow try make retort age typical muzzie idiocy
3,0,3,0,1,dre drop much cunt illegally download go itune get fuckin hardcore cd shop
3,0,0,3,2,philosophy existentialism depth trash pop mtvhottestlanadelrey
3,0,3,0,1,allergy be not bother summer sudden middle august shit startin get real ai not bitch
3,0,2,1,1,cuz pussy pussy man get need
3,1,2,0,1,shut yo cracker jack buck tooth ass native nigga good kind
3,0,0,3,2,karaoke night baby hi ho hi ho sing go voice sound like sandpaper hi ho hi ho
3,0,3,0,1,pretty like bitch
3,1,2,0,1,talkin bout retard sittin
3,0,3,0,1,wow love call slut really would not ever cheat girl bitch dumb
6,0,1,5,2,play soccer cheat girl wear khaki colour cargo haircut
3,0,3,0,1,big hair bitch gtgtgtgtgtgtgtgtgtgt
3,0,2,1,1,keep see hoe call hoeshoe confuse
3,0,3,0,1,happy birthday bitch
3,0,3,0,1,get bitch right
3,0,3,0,1,boot get bitch
3,0,3,0,1,bowling greens campus look old fuck like state penitentiary old lot bitch guess count lot
3,2,1,0,0,gt get past boot camp go active year see really daily liberal pussy
3,0,3,0,1,go back school suck dick hoe attend
3,1,2,0,1,cause hoe be not loyal niggah be not either go callin hitta be not
3,0,1,2,2,top layer trash
3,1,0,2,2,not little border jumper suppose school
3,0,0,3,2,punishment fit crime instance take last twinkie choke twinkie twinkies sacred
3,0,3,0,1,group chat bitch call undercover feds watch everybody
3,0,3,0,1,bitch ai not goofy bitch dat be not loyal
3,0,0,3,2,ruby ugly bunga bunga
3,1,0,2,2,mother look like toughasnail birdi see get nice food
3,1,2,0,1,teabagger extremely dumb
3,1,0,2,2,gobble de gook
3,0,3,0,1,bitch ainn hiden go str class teacher lame af
3,0,3,0,1,wish stop cry bitch omw back already haha
3,0,3,0,1,ill fucking merk bitch dude not fuck
3,0,0,3,2,yankees red sox scoreless play nd inne bambino watch
3,0,0,3,2,hungover feel yyyyyeelllloooowwwwww dbh yellow
3,1,2,0,1,hit car another rock ill ass time bitch
3,0,0,3,2,thanks carolina fan flip birdsfew bottle head sticks n stone may break bone aluminum zima
3,3,0,0,0,repeat u white trash
6,1,5,0,1,got to watch hoe
3,0,0,3,2,hope get well soon cold bird
6,2,4,0,1,fuck new bitch think find
3,0,3,0,1,dat bitch get to lay back pee
6,1,5,0,1,fuck fleeto like cut cunt
3,1,2,0,1,see black nra skit vile funny fan anymore cunt
3,0,3,0,1,yeah play yeah get want joke daddy bitch
3,0,3,0,1,bitch
3,1,2,0,1,know shoe dirty fuck whatever bitch not call like negro one first thing look shoe dog
3,0,3,0,1,eliot pussy mmmmmether
3,0,0,3,2,bad u want something meaningless bad willing work thing u want not xs intense ho
3,0,3,0,1,wayhustle come get sign bitch self pay
3,1,2,0,1,wigga wigga wigga wigga wigga
3,0,3,0,1,bitch cause police show forcethey thing prevent getting turn road kill ishutdown
6,0,6,0,1,mann hoe get nothin dick instruction mee fucccccckn say
3,0,3,0,1,take land could make retard diaper sureuse imagecool redskin nfl concussion joke
6,0,6,0,1,luck bitch go to drug will not even kno happen lmao
3,0,0,3,2,carrot cake trash sweet
6,0,6,0,1,come will not pray find time bitch
3,0,3,0,1,already scratch mine pay pussy still bucket list
3,0,0,3,2,score not matter spring training man
3,2,1,0,0,sure would add helpful parenthetical explanation redneck peckerwood teabagger
3,1,2,0,1,southern bitch like blow person heart back wone shoot
3,0,0,3,2,enjoy eccentricity americarna charlie daniels appearance two three episode watch
3,0,1,2,2,lemme throw tranny
3,0,0,3,2,amazing know say bird feather
3,1,2,0,1,bitch get
3,1,0,2,2,hillbilly think ever thing way one time one audience therefore must way always
3,1,2,0,1,ur around get to keep dat scent keep filthy nigger away
3,0,0,3,2,eh take hoser
3,0,3,0,1,one like n r e c ass bitch
3,0,1,2,2,fly slope ram small asian boy kid get like champ walk
3,1,2,0,1,congrats kim k great day hoe everywhere
3,0,0,3,2,want represent da life da colored man
3,0,3,0,1,not mad cause yo bitch choosin
3,0,3,0,1,get rhythm stroke pattern bout nut still bitch
3,0,0,3,2,charlie rangel things believe spiritual damn things
3,0,0,3,2,meanwhile texas yearold man face year life prison worth pot brownie
3,0,3,0,1,bitch drippin sauce
3,0,0,3,2,get to get superbowl shirt cleaner hit big bird
3,0,3,0,1,lmao fucking bitch whoop like yesterday try update roster
3,2,1,0,0,peace fag remember good lux support na drop lustboy pick kakao tsm
3,0,3,0,1,get amp b progress report amp still touchin band bitch get like
3,0,3,0,1,hoe
6,0,0,6,2,foley abduction link british jihadi kidnapping ring via
3,0,0,3,2,goooood want like savoury salty cheesy cracker
3,3,0,0,0,pussy ass nigga
3,2,1,0,0,delete pic realize dike back ground dress like nigga wedge bitch
3,0,3,0,1,bitch come bitch scare coward man enough fuck can not last two minute world bitch
3,0,3,0,1,fuckin pussy haha
3,0,3,0,1,be not stressin hoes know dat
3,0,3,0,1,try one mikey none hick shit
3,0,3,0,1,pornandroidiphoneipadsexxxx xxx hairy alicia silver amp tinslee reagan hairy pussy
3,0,3,0,1,bitch get amp trinna change
3,0,3,0,1,last hour get stomach tattooed feel like go puke god damnit pussy
3,0,3,0,1,every girl get wcw fake gay til time eat sum pussy lol
3,0,3,0,1,controlled aux cord whole two half hour drive home not repeat single song bet boyfriend could not bitch
3,0,3,0,1,baby mama trippen bitch shoot
3,0,0,3,2,ai not talk mova n week first thing say shy benny
3,0,3,0,1,bitch watch tf u moose meat
3,0,3,0,1,glad bring kid home fuck face ucmj not care taliban pussy really
3,0,0,3,2,yes yes know fob reconciliation idea welcome
3,0,0,3,2,yellow ronaldo full body bump ref
3,0,1,2,2,want get nose bad bois scally chav sockfetish stink hot sox leg
9,0,9,0,1,want bitch big boooty bitch
3,1,2,0,1,bruh fam nd yeah pussy niggas get respect
6,0,1,5,2,everybody mock obama embarrassment usa
6,0,6,0,1,look like little baby son bitch
3,0,0,3,2,yeahi not think injun think redskin politic alcoholism washingtondc
3,0,3,0,1,get dominican hoe randomly hit every often amp can not tell like tryna rob
3,0,3,0,1,miss bitch
3,2,1,0,0,racist month fuck u honkey
3,0,3,0,1,not know hoe activity consist bc not partake shit many damn near can not tweet without hoe
3,0,0,3,2,nd yellow card issue temple
6,1,5,0,1,oh forget retard lol lemme break bg hoe lmao
3,0,3,0,1,hate see cold hoe tryna kick knowledge
3,0,0,3,2,everytime see nelson agholor make play want puke kid gator thank charlie cheeseburger
3,0,0,3,2,oreos coffee brunch want
3,0,0,3,2,must call cracker please call cheezit saltine
6,0,6,0,1,like bitch
3,0,3,0,1,bitch sure
3,0,3,0,1,fuck th gradeyeah bitch want fight yo dawg ass
3,2,1,0,0,make team niggas trash lol
3,2,0,1,0,bdubs pack beaner
3,0,3,0,1,bet would go ape shit kill attack muslims
3,2,1,0,0,thingsiwillteachmychild play deez niggas n bitch dat snake
3,0,1,2,2,kate uptons leak nude today amp bitch lo
3,0,3,0,1,lt get hoe
6,1,5,0,1,photoshop still ugly like cheat test still fail ashamed bitch
3,0,3,0,1,say not like taste like wolf pussy even know taste like
3,0,3,0,1,lmfaooo oh well fuck bitch
3,0,1,2,2,tyrone not mean throw mixtape trash cmon fam
3,0,0,3,2,life hand hot potato try throw two bird
3,3,0,0,0,uhhh judge happen whitepowerill hang nigger will
4,0,4,0,1,got one bitch economy one bitch back coach
3,0,3,0,1,two trash ass pass know damn well see nd rd santos game
3,0,1,2,2,great gif get source url
3,0,1,2,2,charlie sheen engage porn star mens health tips sex toy adult toys kiss
3,0,3,0,1,bad bitch open mouth
3,0,3,0,1,tbt use good rappingnow bitch
9,1,8,0,1,ill beat pussy hook right thur
3,0,3,0,1,dekalb police hoe
3,0,0,3,2,not like trash talking either way fair twitter ball text
3,0,3,0,1,actually think hell lil bitch can not punch potato
3,0,0,3,2,mmmh daily story via yellow amp luv bling
3,0,0,3,2,accept als icebucketchallenge amp challenge
3,2,1,0,0,spell faggot e cool lol
3,0,3,0,1,not get type bad bitch thing like iongotnotype
3,0,1,2,2,pirates make playoff yankees outhell freeze
3,0,3,0,1,lol basically like get many hoe curve
3,0,1,2,2,trash be not
3,0,3,0,1,fact dude hoe say not get hoe
3,0,3,0,1,hold lebron be not dwade wedding get uninvited leave miami hoe shit see quick call brother
6,0,5,1,1,get money be not worried bout hoe
3,0,2,1,1,trap keep fly love ayyyyy get hoe forever huh
3,0,3,0,1,not even play flappy bird anymore fuck
3,0,3,0,1,make niggah buy ring ya finger jimmies ya foot jeans back lingerie
3,2,1,0,0,niggas sleepin bitch grandmas lmfao maury fake af
3,1,2,0,1,song hoe
3,3,0,0,0,reject constantly call house threaten rape mom karmas bitch rot hell faggot
3,0,0,3,2,oreo cookie
3,0,0,3,2,lol shut lmao early bird get worm
3,0,3,0,1,touchdown clock michigan hoe
3,0,3,0,1,restricton g mean license revoke stop make excuse straight bitch
3,0,1,2,2,lmfao not get cute new avi old colored contact
3,1,2,0,1,pornandroidiphoneipadsexxxx japanese pretty young japanese girl hot cunt fuck amp c
3,0,3,0,1,fuck cowboy giant redskin eaglesnation bleedgreen
3,0,3,0,1,sleep guy not mean go to fuck trust bitch deny pussy
3,0,0,3,2,like honestly taste like sole shoe shame
3,0,3,0,1,want bitch big booty bitch
4,1,1,2,2,know support kill baby mock handicapped sleep way harvard ditch hubby amp ki
3,0,3,0,1,hahahaa people can not parent differently twitter fuckin trash ahahahha
3,0,0,3,2,wait minute bowyer cause yellow chase race caution nascar
3,0,3,0,1,day bitch f maybe
3,0,2,1,1,momma not raise sukka bitch
3,0,3,0,1,stop bitch
3,2,0,1,0,pure trash
3,0,0,3,2,reason mermaid period pant perfect hair u get lure man death also free clam bra
3,0,3,0,1,can not major nigga minor hoe
3,1,2,0,1,roberto one nasty hoe
9,6,0,3,0,muslims military honour whatsoever sub human savage slaughter unarmed man woman amp child
3,1,2,0,1,bring another bitch real nigga
3,0,2,1,1,hoe wanna fight right
3,0,1,2,2,unattractive girl act ghetto
3,0,3,0,1,bitch not wann fxck bitch wanna fxck bitch
3,0,2,1,1,haha yuhhh hit hoe
3,2,1,0,0,white bitch try set racial war lol bitch impossible smart
3,0,3,0,1,learn read bitch
3,0,0,3,2,charlie kimball nowhere go indycar mavtv
3,0,2,1,1,miguel hulkamania leg drop bitch top rope
3,0,3,0,1,buy bentley bitch come wit
3,0,3,0,1,talkin bout wanna human like bitch whet
3,0,0,3,2,watch video good stuff think let new boss boon say old character surprise argus
3,0,3,0,1,pussy
3,2,1,0,0,would rather fuck fat chick allow nigger house
3,1,0,2,2,pregnant se cupps classic response liberal dem call chunky bonus tweet via
3,1,2,0,1,got ya crackas spic chink carpet rider niggas mlk be not fight nothing gimmeablackemoji
3,0,0,3,2,yankee good mood today
3,1,2,0,1,self low black bitch
3,0,2,1,1,eff dem hos
3,0,3,0,1,come hoe
3,0,0,3,2,see ya give yankees lead th solo home run
3,0,3,0,1,bitch need tan
3,2,1,0,0,die car accident faggot
3,0,0,3,2,ha actually go see yankee game weird sound uncle house nj hour away
3,1,2,0,1,not know ugly bitch not know broke niggas not know snitch niggas
3,0,3,0,1,hahah funny little dumb hoe want follow nigga ass like bitch fuck kreepen fo
3,0,3,0,1,yall tweakin wit wce shit ai not way hell u like bitch every single day
3,0,0,3,2,charlie old lady not ever say ugly thing ur childrens mom get jus dont big hug
3,1,2,0,1,agree eat pussy much betterthey nasty
3,0,3,0,1,white bitch facebook lol
3,0,3,0,1,bitch bitch
3,1,2,0,1,fucking twat start talk
3,0,0,3,2,trust seattlegt give thanksgiving duegt huge flightless bird dream come true european bird eater
6,0,0,6,2,mama make brownie everything
3,2,1,0,0,dat bitch katy perry suck skin dick
3,0,0,3,2,abouta get crayon animal cracker pm
3,0,3,0,1,bitch frozen ever let go
3,0,3,0,1,pussy ur mouth really good stress reliever doctor recommend
3,1,2,0,1,beaner drive em
6,0,6,0,1,hoe be not thick u clown
3,0,0,3,2,never reply asking call redneck
3,1,2,0,1,hahahahahahah hook nose faggot can not get pussy suck hockey nhl
3,0,3,0,1,lol hoe yr old
3,0,1,2,2,ghetto ud win tonight
3,0,0,3,2,richard grenell wapos greg sargent mock voter id prove point proponent
3,0,3,0,1,bitch meet
6,0,6,0,1,fuck right pussy
3,1,2,0,1,eat shit work nappy bitch
6,0,6,0,1,be not go movie hoe straight sex
3,0,3,0,1,get to keep hoe private
3,0,2,1,1,anyone want share thought mock draft kid shut filthy damned mouth clods
3,0,3,0,1,god write em think coon
3,0,2,1,1,reply hoe
3,0,1,2,2,jay think someone alzheimers suffer alcoholism mildly retarded people not mak
6,0,0,6,2,rewrite tinker official language regard samesex relationship divorce remarriage etc nothing set stone
3,0,0,3,2,warm fuzzy feeling able give someone help hand talk medical problem other really help
3,1,2,0,1,bitch tho know sure get ass beat bitch fact
3,0,3,0,1,big titty bitch lmao fuck good party
3,0,2,1,1,bitch huh nigga go to damn thing sir page oh u forgot
3,2,1,0,0,slow reply make feel like retard want put foot wall hjhdyhdhlgjdftilh
3,2,1,0,0,jesuschrist straightgt faggot kill period sonofgodgt
3,0,0,3,2,camera shy not talk phones love rainif youn kno life would not understand
3,0,3,0,1,questioniaskmyself slap hoe tuh solve something leave alonei never usually listen
3,0,0,3,2,yeah hoe baby innocent lol gabriella still get sister birthd
3,0,3,0,1,twat barry hearneit would seem option team share venue
3,0,0,3,2,tooth make break person could yellow tooth immediately drop
3,0,3,0,1,lol u nig
3,2,1,0,0,ugly gay nigga bitch fuck peace shit
4,0,4,0,1,favorite tweet keep hoe happy
3,0,1,2,2,clean dead bird piece glass
3,0,0,3,2,liberal amp support change name transcend standard political grandstanding
3,0,2,1,1,knee will not let wander around much make trip look fat girl redneck pornwalmart
3,0,0,3,2,wait brownie want brownie someone hook
3,0,3,0,1,bad bitch ayeee
3,1,2,0,1,elza jones whipppppppen drift last night lol tu niggah
3,0,3,0,1,rayrice bitch justsaying
3,0,3,0,1,dam hoe work microsoft
3,0,3,0,1,gator bitch well use jimmy
3,0,0,3,2,yankees astros mccarthy outduel keuchel series finale
3,0,0,3,2,bro hear slaughter song trash freestyler
3,0,0,3,2,new show announce lutsen mn papa charlies december
3,0,3,0,1,rt wey go job interview high bitch straight stanking like dank haha eye red hoe
6,0,6,0,1,hoe suck dick cus look like john stockton hit em wit choppa luke fatherrr
3,2,1,0,0,not fuck bitch niggas fuck niggas bitch
3,1,2,0,1,guy say latinas gt mean kim kardashian look girl bitch shape like mini fridge amp smell like tortilla
3,1,0,2,2,toma eso negros
3,0,0,3,2,whole week trash
3,0,1,2,2,couple red sox get past first base die laugh maybe yanks need teach game
3,0,3,0,1,fucking bitch never hit nigga back
3,0,3,0,1,damnpayback bitch
3,0,0,3,2,cookie sound wonderful
3,0,0,3,2,two road diverge yellow wood choose one jtunheimr robert frost giant
3,1,2,0,1,mentallity flame fag serious mental issue
3,0,3,0,1,even bitch bad attitude bumpin tune high maintenance
3,0,0,3,2,hey everybody white iron band play saturday slopes lutsenmn papa charlies go real
3,0,0,3,2,reaper drone pinpoint jihadi john via
3,0,1,2,2,well jay guess wanna keep house burn downthe bird word yeah jaymohrsport
3,0,3,0,1,stop look porn fag
3,2,1,0,0,funniest yt comment ever receive nigger go to nig shrugs lmao racist muthafucka catch guard
3,0,1,2,2,pissed lad past would lick dirty sol sleep
3,0,0,3,2,someone find georgia fan talk trash tell hope not end like tennessee tell
3,0,3,0,1,half tempt go outside run phone car piece shit fuckiphones pussy
3,0,1,2,2,trill trash cus asap say ok
3,0,3,0,1,fuck pussy make mistake start cj spiller chris ivory week fuck
3,0,1,2,2,jet trash
3,0,0,3,2,yee boy yung nicca tell dat waxx
3,0,3,0,1,get tf joseline pussy like damn
3,0,2,1,1,ill try tomorrow go to try eliminate word bitch vocabulary need start better
3,0,0,3,2,visit team whine right field long batter yankees yankeestadium
3,0,3,0,1,friday gunna bitch
3,0,3,0,1,happen pussy president general fight war
3,0,1,2,2,sure pretty face cripple
3,0,3,0,1,shit euro would call typical american fat fuck go eat fast food time dumb bitch
3,0,3,0,1,shut mouth little fuckin bitch
3,0,2,1,1,chocolate cake trash
3,1,2,0,1,never coon grow bokoo coon tho never coon shit tho
3,1,0,2,2,god people mean asian guy hold door girl say surprised could see slant eye
3,1,2,0,1,first call hoe not make go sharkeisha ok boo boo
3,0,3,0,1,hoe feel like photo not get enough favorite thirsty ass
3,0,0,3,2,hand flight must good hand bird
3,0,0,3,2,want cheesy bread brownie
3,0,0,3,2,man interrupt woman quibble irrelevant issue sole purpose derail conversation sa
3,0,3,0,1,bitch please go to happen nope
6,0,6,0,1,yeah see tweet bitch amp block use itit fit
3,0,0,3,2,want pet monkey
3,1,0,2,2,enjoy hunt sport trash hunt food deserve starve
3,0,0,3,2,best asian massage park slope top rated spa
3,0,1,2,2,happy happy helloween helloween whoa oh whoa ho
3,0,3,0,1,please thank pierced pussy come across timeline
3,1,2,0,1,pornandroidiphoneipadsexxxx anal blonde tranny ass fuck
3,0,0,3,2,miss twinkies susie qs tragic loss society next pixie turtles
3,0,3,0,1,fucking pussy
3,0,3,0,1,fuck bad bitch stacy lattisaw niggas ball blue like avatar
3,2,1,0,0,least nigger lmfao
3,0,3,0,1,find new song like play hoe way time lol
6,0,0,6,2,smuggle letter gaza tunnel digger detail suffer hamas rule via
3,0,3,0,1,donno demz iz bout get white gurll ghetto ass find
3,0,0,3,2,mccoy not trash td
3,2,1,0,0,black guy school ask colored printer library man use printer
3,0,3,0,1,can not trust bitch
6,0,6,0,1,hoe can not cook
3,2,0,1,0,mom try get buy beaner boot bc sale like mariachi band please stop
3,0,3,0,1,old cunt need sit
3,0,3,0,1,feel like get bitch slap karma
3,0,0,3,2,remember va tech band call we planet ape ready flip
3,0,0,3,2,accord place kitchen excuse take trash
3,3,0,0,0,apartheid pedestrian check show freedom paper darkie
3,2,1,0,0,want get want get americathey get word nigger want
3,0,0,3,2,one even eat twinkie like decade
3,0,2,1,1,huge nip scary scary
3,0,0,3,2,yeah sorry monkey team keep kick ppl wait muh pizza
3,0,3,0,1,take picture pussy hope super size huge grand canyon size
3,0,3,0,1,play together soon play random faggot fun
3,1,2,0,1,happy birthday big retard favorite retard though happy birthday nig
3,0,2,1,1,bitch complain bad vet treat yet still willing send war sick idiot
3,0,0,3,2,soulja boy trash go to act like never crank superman
3,2,0,1,0,faux noise pundit not like duck molester proslavery racist homophobic teabagger darling phil robertson either
3,0,3,0,1,like nigga yous real mark ass bitch lol
3,1,2,0,1,bet valerie jarret hand humanitarian crisis not vote commie bitch
3,0,1,2,2,ghetto fool
3,0,3,0,1,wake ass hoe
3,1,2,0,1,fuck club especially dallas club nothing stank pussy thirsty niggas
3,1,2,0,1,bitch ass
3,0,3,0,1,bitch
6,0,0,6,2,disco use disaster recovery awesome brownie point well build extreme condition
3,0,3,0,1,bitch can not take joke
3,2,1,0,0,south us white trash
3,0,0,3,2,apologies trash understand be not get to explain
3,0,0,3,2,thing well bargain yankee bargain
3,3,0,0,0,get u mad go search bar search stupid nigger amp hop somebodys head mention lol
3,0,3,0,1,fucking trash
6,0,6,0,1,guy say sleep girl oh ok let puke nowi know girl dude slutwhore hoe
3,0,0,3,2,hi ho hi ho work go militarymondaysupport military organization today
3,0,1,2,2,manual labor trash
3,0,2,1,1,glad dis colored man can soyvice fo da white man
3,0,3,0,1,think get hint know fake cunt delete fake account
3,0,3,0,1,bitch follow medont even like u
3,0,3,0,1,fake bitch nicetry
3,0,3,0,1,broke bitch like oh get monnneyyy
3,0,3,0,1,hoe be not loyal
3,0,3,0,1,code slience pussy hm nigga free nigga ceddy ridah quan dollah dre n nigga franc luki n nigga j mo
3,0,3,0,1,not even lift pussy
3,0,3,0,1,hear mom go v annoyed bitch fuck expect sleep long hungry bye felecia
3,0,1,2,2,nah overgt people not tell artist defy definition try show youpeople retard game
3,0,3,0,1,bum ass hoe
3,0,3,0,1,ai not shit pretty bitch momma anyone get drama
3,0,3,0,1,every time post use phone macys employee wanna scare bitch
3,0,2,1,1,always break niccas yu robbin
3,2,1,0,0,please stop talk scumbag faggots mugshot sexy dumb whore
3,2,1,0,0,lmfao go bed whitey
3,2,1,0,0,got da bet da msnbc wit dat colored reverend listen colored else miss
